1722547601.189954,3,0.0,18740524278,-42.98
1722547601.189954,84,0.0,1194978183,-41.130001
1722547601.189954,52,0.0,601267060,-43.639999
1722547601.189954,74,0.0,10165502417,-40.830002
1722547483.436648,3,0.01171687,18561089683,-17.940001
1722547483.436648,84,8.034876e-07,1155057801,-18.860001
1722547483.436648,52,0.0001125737,541931040,-17.0
1722547483.436648,74,0.0002424209,10093284171,-17.76
1722547183.216533,3,0.01132322,18016194160,-17.879999
1722547183.216533,84,6.855988e-07,1155057801,-18.790001
1722547183.216533,52,0.0001065898,541931040,-17.0
1722547183.216533,74,0.0002501651,10093284171,-17.73
1722547500.585581,3,0.01176659,18561089683,-17.98
1722547500.585581,84,8.291711e-07,1155057801,-18.9
1722547500.585581,52,0.0001145657,541931040,-17.040001
1722547500.585581,74,0.000248257,10093284171,-17.790001
1722547497.382524,3,0.01198158,18561089683,-17.959999
1722547497.382524,84,8.685091e-07,1155057801,-18.870001
1722547497.382524,52,0.0001163132,541931040,-17.02
1722547497.382524,74,0.0002679013,10093284171,-17.780001
1722547395.057189,3,0.01133809,18561089683,-17.879999
1722547395.057189,84,7.233236e-07,1155057801,-18.790001
1722547395.057189,52,0.0001002151,541931040,-16.92
1722547395.057189,74,0.0002392786,10093284171,-17.67
1722547419.922586,3,0.01178837,18561089683,-17.870001
1722547419.922586,84,6.742212e-07,1155057801,-18.77
1722547419.922586,52,0.0001063116,541931040,-16.92
1722547419.922586,74,0.0002391999,10093284171,-17.67
1722547402.241998,3,0.01121871,18561089683,-17.860001
1722547402.241998,84,7.271169e-07,1155057801,-18.780001
1722547402.241998,52,0.0001213735,541931040,-16.98
1722547402.241998,74,0.0002285076,10093284171,-17.709999
1722547361.384132,3,0.008020864,18332432216,-21.17
1722547361.384132,84,0.0001111267,1155057801,-22.059999
1722547361.384132,52,0.001248757,541931040,-20.299999
1722547361.384132,74,0.002949058,10093284171,-21.030001
1722547207.424143,3,0.01105953,18016194160,-17.860001
1722547207.424143,84,6.840473e-07,1155057801,-18.76
1722547207.424143,52,0.0001093131,541931040,-16.969999
1722547207.424143,74,0.0002249635,10093284171,-17.719999
1722547566.013135,3,0.01863259,18561089683,-19.049999
1722547566.013135,84,7.073549e-06,1155057801,-19.950001
1722547566.013135,52,0.0002582425,541931040,-18.1
1722547566.013135,74,0.0006742035,10093284171,-18.85
1722547228.295501,3,0.01114778,18016194160,-17.889999
1722547228.295501,84,6.591296e-07,1155057801,-18.799999
1722547228.295501,52,0.0001017818,541931040,-16.950001
1722547228.295501,74,0.0002400073,10093284171,-17.690001
1722547167.182015,3,0.01125643,18016194160,-17.879999
1722547167.182015,84,7.422623e-07,1155057801,-18.780001
1722547167.182015,52,0.0001003549,541931040,-16.99
1722547167.182015,74,0.000232699,10093284171,-17.719999
1722547674.959468,3,0.01768196,18866248690,-18.68
1722547674.959468,84,3.226044e-06,1196912487,-19.559999
1722547674.959468,52,0.0001943254,610027759,-17.709999
1722547674.959468,74,0.0004810877,10194388638,-18.469999
1722547220.255491,3,0.01132567,18016194160,-17.85
1722547220.255491,84,6.60603e-07,1155057801,-18.76
1722547220.255491,52,9.452874e-05,541931040,-16.99
1722547220.255491,74,0.000232694,10093284171,-17.73
1722547350.138584,3,0.03274677,18232686579,-19.93
1722547350.138584,84,2.056979e-05,1155057801,-20.809999
1722547350.138584,52,0.0005214498,541931040,-18.99
1722547350.138584,74,0.001180365,10093284171,-19.74
1722547362.994077,3,0.00841886,18353104054,-21.139999
1722547362.994077,84,9.722161e-05,1155057801,-22.0
1722547362.994077,52,0.00133226,541931040,-20.200001
1722547362.994077,74,0.002995756,10093284171,-20.940001
1722547554.771959,3,0.01535577,18561089683,-18.59
1722547554.771959,84,3.067949e-06,1155057801,-19.49
1722547554.771959,52,0.0001818736,541931040,-17.700001
1722547554.771959,74,0.0004695255,10093284171,-18.459999
1722547173.607971,3,0.01156178,18016194160,-17.91
1722547173.607971,84,6.52314e-07,1155057801,-18.809999
1722547173.607971,52,0.0001003108,541931040,-16.940001
1722547173.607971,74,0.000234245,10093284171,-17.690001
1722547241.127876,3,0.01103959,18016194160,-17.9
1722547241.127876,84,7.664501e-07,1155057801,-18.809999
1722547241.127876,52,0.0001003113,541931040,-16.940001
1722547241.127876,74,0.0002464298,10093284171,-17.68
1722547623.628054,3,0.0,18740524278,-42.91
1722547623.628054,84,0.0,1194978183,-41.189999
1722547623.628054,52,0.0,601267060,-43.5
1722547623.628054,74,0.0,10165502417,-40.610001
1722547521.492736,3,0.01281091,18561089683,-18.200001
1722547521.492736,84,1.27966e-06,1155057801,-19.1
1722547521.492736,52,0.00012853,541931040,-17.219999
