1706127878.2450213,28,0.008231892,924915908,-15.35
1706127878.2450213,84,0.0,23882663,-15.68
1706127878.2450213,52,3.811063e-05,424101980,-14.11
1706127878.2450213,74,2.675355e-05,489814997,-14.47
1706127816.7810187,28,0.007815966,924915908,-15.36
1706127816.7810187,84,0.0,23882663,-15.68
1706127816.7810187,52,4.319394e-05,424101980,-14.11
1706127816.7810187,74,2.438414e-05,489814997,-14.47
1706127873.4329839,28,0.0077541,924915908,-15.35
1706127873.4329839,84,0.0,23882663,-15.68
1706127873.4329839,52,3.731036e-05,424101980,-14.11
1706127873.4329839,74,2.660368e-05,489814997,-14.47
1706127824.8128092,28,0.007988241,924915908,-15.35
1706127824.8128092,84,0.0,23882663,-15.68
1706127824.8128092,52,4.200382e-05,424101980,-14.11
1706127824.8128092,74,2.454067e-05,489814997,-14.47
1706128148.8299098,28,0.002540474,1224245489,-23.700001
1706128148.8299098,84,1.511707e-09,23882663,-24.01
1706128148.8299098,52,0.0191937,424101980,-22.469999
1706128148.8299098,74,0.0263428,489814997,-22.780001
1706127857.3828514,28,0.007770669,924915908,-15.35
1706127857.3828514,84,0.0,23882663,-15.68
1706127857.3828514,52,4.162283e-05,424101980,-14.11
1706127857.3828514,74,2.684741e-05,489814997,-14.47
1706128500.4411676,28,0.0,1637682488,-43.169998
1706128500.4411676,84,0.0,168896579,-41.32
1706128500.4411676,52,0.0,571611650,-43.549999
1706128500.4411676,74,0.0,647961482,-40.52
1706128069.341871,28,0.01156183,924915908,-16.15
1706128069.341871,84,0.0,23882663,-16.48
1706128069.341871,52,7.482188e-05,424101980,-14.92
1706128069.341871,74,5.908354e-05,489814997,-15.27
1706127798.6773474,28,0.008174066,924915908,-15.35
1706127798.6773474,84,0.0,23882663,-15.68
1706127798.6773474,52,3.957396e-05,424101980,-14.14
1706127798.6773474,74,2.467641e-05,489814997,-14.47
1706128075.7514873,28,0.01199833,924915908,-16.26
1706128075.7514873,84,0.0,23882663,-16.59
1706128075.7514873,52,8.937426e-05,424101980,-15.0
1706128075.7514873,74,6.48947e-05,489814997,-15.36
1706128532.5862274,28,0.0,1637682488,-43.169998
1706128532.5862274,84,0.0,168896579,-40.93
1706128532.5862274,52,0.0,571611650,-43.470001
1706128532.5862274,74,0.0,647961482,-40.400002
1706128192.220556,28,0.0,1637682488,-31.940001
1706128192.220556,84,0.004978848,23882663,-32.09
1706128192.220556,52,0.001607901,548355797,-30.77
1706128192.220556,74,0.001574592,647961482,-30.93
1706128391.4932632,28,0.0,1637682488,-43.330002
1706128391.4932632,84,0.0,168896579,-41.450001
1706128391.4932632,52,0.0,571611650,-43.5
1706128391.4932632,74,0.0,647961482,-40.459999
1706128203.3098192,28,0.0,1637682488,-33.950001
1706128203.3098192,84,0.02039676,23882663,-33.950001
1706128203.3098192,52,0.0,571611650,-32.849998
